FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.9077939,POINT (16.268264987634172 48.13409821550874),23,Ketzergasse,gegenüber,397,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077939,
ALTSTOFFSAMMLUNGOGD.9077940,POINT (16.262587635096896 48.13341320760724),23,Ketzergasse,bei,437,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077940,
ALTSTOFFSAMMLUNGOGD.9077941,POINT (16.280834951130416 48.13236384050438),23,Khekgasse,vor,2,6,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077941,
ALTSTOFFSAMMLUNGOGD.9077942,POINT (16.27248707775039 48.135087739750475),23,Khekgasse,gegenüber,59,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077942,
ALTSTOFFSAMMLUNGOGD.9077943,POINT (16.331993141756772 48.14750870240621),23,Kinskygasse,vor,32,34,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077943,
ALTSTOFFSAMMLUNGOGD.9077944,POINT (16.31362677594758 48.15860422392405),23,Kirchfeldgasse,neben,2Q,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077944,
ALTSTOFFSAMMLUNGOGD.9077945,POINT (16.29288893499975 48.14574784415288),23,Knotzenbachgasse,bei,8C,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077945,
ALTSTOFFSAMMLUNGOGD.9077946,POINT (16.309290349669077 48.12601994167858),23,Konrad-Grefe-Gasse,vor,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077946,
ALTSTOFFSAMMLUNGOGD.9077947,POINT (16.257191658884054 48.14944292977574),23,Kroißberggasse,gegenüber,2,,,1,0,0,1,1," Leichtverpackungen, Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077947,
ALTSTOFFSAMMLUNGOGD.9077948,POINT (16.25829360614818 48.15259062070143),23,Kroißberggasse,neben,34,,,1,0,0,1,0," Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077948,
ALTSTOFFSAMMLUNGOGD.9077949,POINT (16.258563853644677 48.15359058941846),23,Kroißberggasse,gegenüber,41,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077949,
ALTSTOFFSAMMLUNGOGD.9077950,POINT (16.36057258630761 48.14082540091294),23,Kronfußgasse,bei,43,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077950,
ALTSTOFFSAMMLUNGOGD.9077951,POINT (16.361010356796587 48.141657459379495),23,Kronfußgasse,gegenüber,46,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077951,
ALTSTOFFSAMMLUNGOGD.9077952,POINT (16.289988623607126 48.155452567317724),23,Lainergasse,vor,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077952,
ALTSTOFFSAMMLUNGOGD.9077953,POINT (16.2889068543998 48.15523215173847),23,Lainergasse,gegenüber,21,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077953,
ALTSTOFFSAMMLUNGOGD.9077954,POINT (16.288189356931376 48.14575191547911),23,Lastenstraße,vor,15,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077954,
ALTSTOFFSAMMLUNGOGD.9077955,POINT (16.28640456404418 48.13985063773151),23,Lastenstraße,gegenüber,25,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077955,
ALTSTOFFSAMMLUNGOGD.9077956,POINT (16.26571049011944 48.139861045297664),23,Lechthalergasse,neben,21,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077956,
ALTSTOFFSAMMLUNGOGD.9077957,POINT (16.281951860199577 48.1353434154921),23,Lehmanngasse,gegenüber,3,,/1,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077957,
ALTSTOFFSAMMLUNGOGD.9077958,POINT (16.283306582240254 48.139372609169506),23,Lehnergasse,neben,6,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077958,
ALTSTOFFSAMMLUNGOGD.9077959,POINT (16.269146457911276 48.13451476441318),23,Leinmüllergasse,gegenüber,14,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077959,
ALTSTOFFSAMMLUNGOGD.9077960,POINT (16.27117345711587 48.134487509008395),23,Leinmüllergasse,gegenüber,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077960,
ALTSTOFFSAMMLUNGOGD.9077961,POINT (16.26583526785592 48.15731336817198),23,Leitengasse,gegenüber,61,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077961,
ALTSTOFFSAMMLUNGOGD.9077962,POINT (16.30977960875507 48.13226107618457),23,Lemböckgasse,vor,44,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077962,
ALTSTOFFSAMMLUNGOGD.9077963,POINT (16.322084840214234 48.13586614965272),23,Leo-Mathauser-Gasse,vor,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077963,
ALTSTOFFSAMMLUNGOGD.9077964,POINT (16.320643242120482 48.13352041254113),23,Leo-Mathauser-Gasse,vor,18,24,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077964,
ALTSTOFFSAMMLUNGOGD.9077965,POINT (16.318323671687928 48.12895253845557),23,Leo-Mathauser-Gasse,gegenüber,51,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077965,
ALTSTOFFSAMMLUNGOGD.9077966,POINT (16.260436275174257 48.15290088196923),23,Lindgrabengasse,vor,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077966,
ALTSTOFFSAMMLUNGOGD.9077967,POINT (16.275497384431084 48.14525254702802),23,Maargasse,vor,40,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077967,
ALTSTOFFSAMMLUNGOGD.9077968,POINT (16.24587672717447 48.13566869951711),23,Mackgasse,vor,6,,,0,0,0,1,1," Leichtverpackungen, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077968,
ALTSTOFFSAMMLUNGOGD.9077969,POINT (16.26346882151291 48.134561407919925),23,Maireckergasse,gegenüber,1,,,1,0,0,0,0," Altpapier, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077969,
ALTSTOFFSAMMLUNGOGD.9077970,POINT (16.263297125917894 48.13636194483385),23,Maireckergasse,gegenüber,14,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077970,
ALTSTOFFSAMMLUNGOGD.9077971,POINT (16.261214724012298 48.13461374084589),23,Manowardagasse,vor,11,,,1,0,0,0,0," Altpapier, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077971,
ALTSTOFFSAMMLUNGOGD.9077972,POINT (16.261230888272415 48.13412298497731),23,Manowardagasse,vor,7,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077972,
ALTSTOFFSAMMLUNGOGD.9077973,POINT (16.27480529010771 48.15746617408412),23,Marktgemeindegasse,vor,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077973,
ALTSTOFFSAMMLUNGOGD.9077974,POINT (16.277391929480984 48.1563876993882),23,Marktgemeindegasse,gegenüber,21,,,1,0,0,1,1," Altglas, Altpapier, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077974,
ALTSTOFFSAMMLUNGOGD.9077975,POINT (16.284728985065414 48.15550006842716),23,Marktgemeindegasse,gegenüber,71,,,1,0,0,1,1," Altglas, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077975,
ALTSTOFFSAMMLUNGOGD.9077976,POINT (16.278844956263338 48.15934560959),23,Matthias-Hau-Gasse,gegenüber,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077976,
ALTSTOFFSAMMLUNGOGD.9077977,POINT (16.26986462534374 48.14772862534182),23,Maurer Lange Gasse,vor,50,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077977,
ALTSTOFFSAMMLUNGOGD.9077978,POINT (16.2751915823448 48.14805128554922),23,Maurer Lange Gasse,vor,9,13,/6,1,0,0,0,0," Altpapier, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077978,
ALTSTOFFSAMMLUNGOGD.9077979,POINT (16.275618055812167 48.148111766089684),23,Maurer Lange Gasse,vor,9,13,/3,1,0,0,0,0," Altpapier, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077979,
ALTSTOFFSAMMLUNGOGD.9077980,POINT (16.277952184735764 48.14458273430953),23,Meggaugasse,bei,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077980,
ALTSTOFFSAMMLUNGOGD.9077981,POINT (16.283023463288327 48.14303267237766),23,Mehlführergasse,gegenüber,26,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077981,
ALTSTOFFSAMMLUNGOGD.9077982,POINT (16.321234811195716 48.14131132370134),23,Meischlgasse,gegenüber,11,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077982,
ALTSTOFFSAMMLUNGOGD.9077983,POINT (16.28763761230354 48.132459004063506),23,Mellergasse,neben,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077983,
ALTSTOFFSAMMLUNGOGD.9077984,POINT (16.282068858227674 48.15596703935136),23,Meranerweg,vor,2,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077984,
ALTSTOFFSAMMLUNGOGD.9077985,POINT (16.311156862776308 48.157588190455655),23,Montessorigasse,vor,13,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077985,
ALTSTOFFSAMMLUNGOGD.9077986,POINT (16.32986655753956 48.13811526038546),23,Mosetiggasse,gegenüber,2,,,1,0,0,1,1," Altglas, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077986,
ALTSTOFFSAMMLUNGOGD.9077987,POINT (16.32919381847782 48.13706570000693),23,Mosetiggasse,gegenüber,20,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077987,
ALTSTOFFSAMMLUNGOGD.9077988,POINT (16.307787540538527 48.15029932414372),23,Mühlbreiten,vor,14,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077988,
ALTSTOFFSAMMLUNGOGD.9077989,POINT (16.351693309433667 48.145412730759055),23,Nabuccogasse,vor,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077989,
ALTSTOFFSAMMLUNGOGD.9077990,POINT (16.359419989188723 48.1488763698775),23,Oberlaaer Straße,vor,298,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077990,
ALTSTOFFSAMMLUNGOGD.9077991,POINT (16.33130534363369 48.15050578705552),23,Oldenburggasse,gegenüber,14,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077991,
ALTSTOFFSAMMLUNGOGD.9077992,POINT (16.349449982511892 48.13767974258351),23,Othellogasse,vor,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077992,
ALTSTOFFSAMMLUNGOGD.9077993,POINT (16.26825576011125 48.14904835477301),23,Ölzeltgasse,gegenüber,1,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077993,
ALTSTOFFSAMMLUNGOGD.9077994,POINT (16.329410184387452 48.152123318371466),23,Paminagasse,vor,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077994,
ALTSTOFFSAMMLUNGOGD.9077995,POINT (16.328974089955828 48.15096972028594),23,Paminagasse,bei,13,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077995,
ALTSTOFFSAMMLUNGOGD.9077996,POINT (16.328045782727564 48.148678702480794),23,Paminagasse,vor,41,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077996,
ALTSTOFFSAMMLUNGOGD.9077997,POINT (16.32620795728109 48.14550517696373),23,Paminagasse,gegenüber,94,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077997,
ALTSTOFFSAMMLUNGOGD.9077998,POINT (16.269217237300033 48.13515360231074),23,Paul-Katzberger-Gasse,gegenüber,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077998,
ALTSTOFFSAMMLUNGOGD.9077999,POINT (16.300141118384758 48.137231866415135),23,Perfektastraße,vor,106,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9077999,
ALTSTOFFSAMMLUNGOGD.9078000,POINT (16.31792258867868 48.137555052907395),23,Perfektastraße,vor,34,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078000,
ALTSTOFFSAMMLUNGOGD.9078001,POINT (16.321973703753546 48.137910140531616),23,Perfektastraße,vor,4,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078001,
ALTSTOFFSAMMLUNGOGD.9078002,POINT (16.26966803912057 48.15260396615925),23,Peterlinigasse,gegenüber,2,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078002,
ALTSTOFFSAMMLUNGOGD.9078003,POINT (16.362227499698964 48.14221945213435),23,Petschniggasse,gegenüber,5,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078003,
ALTSTOFFSAMMLUNGOGD.9078004,POINT (16.345387217690874 48.14597486424597),23,Pfarrgasse,gegenüber,51,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078004,
ALTSTOFFSAMMLUNGOGD.9078005,POINT (16.340678532449783 48.13737716891777),23,Pfarrgasse,vor,66,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078005,
ALTSTOFFSAMMLUNGOGD.9078006,POINT (16.343276530093295 48.14242346257689),23,Pfarrgasse,vor,67,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078006,
ALTSTOFFSAMMLUNGOGD.9078007,POINT (16.301192866929647 48.14596192154021),23,Podhorezkygasse,gegenüber,3,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078007,
ALTSTOFFSAMMLUNGOGD.9078008,POINT (16.365366908574444 48.1468561020288),23,Pongratzgasse,gegenüber,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078008,
ALTSTOFFSAMMLUNGOGD.9078009,POINT (16.310260434765695 48.13011735277122),23,Porschestraße,vor,21,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078009,
ALTSTOFFSAMMLUNGOGD.9078010,POINT (16.28678228944559 48.15342279545116),23,Pölleritzergasse,gegenüber,1,3,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078010,
ALTSTOFFSAMMLUNGOGD.9078011,POINT (16.286458318397695 48.15195782593185),23,Pölleritzergasse,vor,6,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078011,
ALTSTOFFSAMMLUNGOGD.9078012,POINT (16.326331338870585 48.14257543342779),23,Premgasse,gegenüber,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078012,
ALTSTOFFSAMMLUNGOGD.9078013,POINT (16.333049653324437 48.150224806136876),23,Purkytgasse,gegenüber,12,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078013,
ALTSTOFFSAMMLUNGOGD.9078014,POINT (16.32027197596269 48.14679792996887),23,Putzendoplergasse,gegenüber,20,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078014,
ALTSTOFFSAMMLUNGOGD.9078015,POINT (16.25180142653805 48.13456719896883),23,Randgasse,vor,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078015,
ALTSTOFFSAMMLUNGOGD.9078016,POINT (16.252094005319776 48.135744101369504),23,Randgasse,gegenüber,9,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078016,
ALTSTOFFSAMMLUNGOGD.9078017,POINT (16.289236951688054 48.155973335067465),23,Reibergasse,vor,18,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078017,
ALTSTOFFSAMMLUNGOGD.9078018,POINT (16.29986400604571 48.14361794064835),23,Reklewskigasse,gegenüber,32,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078018,
ALTSTOFFSAMMLUNGOGD.9078019,POINT (16.338026454733296 48.14208480046341),23,Richard-Strauss-Straße,neben,31,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078019,
ALTSTOFFSAMMLUNGOGD.9078020,POINT (16.259488095836627 48.14991537391308),23,Rielgasse,gegenüber,1,,,1,0,0,1,1," Altglas, Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078020,
ALTSTOFFSAMMLUNGOGD.9078021,POINT (16.262125365158663 48.147792161953234),23,Rodauner Straße,vor,2,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078021,
ALTSTOFFSAMMLUNGOGD.9078022,POINT (16.262287948940727 48.14574781564176),23,Rodauner Straße,vor,22,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078022,
ALTSTOFFSAMMLUNGOGD.9078023,POINT (16.260923059898673 48.14242317874875),23,Rodauner Straße,vor,58,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078023,
ALTSTOFFSAMMLUNGOGD.9078024,POINT (16.26042663758423 48.14145247304674),23,Rodauner Straße,vor,68,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078024,
ALTSTOFFSAMMLUNGOGD.9078025,POINT (16.26026293631032 48.140111010376906),23,Rodauner Straße,neben,84,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078025,
ALTSTOFFSAMMLUNGOGD.9078026,POINT (16.284852307553397 48.15906974436524),23,Rosenhügelstraße,vor,171,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078026,
ALTSTOFFSAMMLUNGOGD.9078027,POINT (16.28224134250928 48.15875315490619),23,Rosenhügelstraße,vor,191,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078027,
ALTSTOFFSAMMLUNGOGD.9078028,POINT (16.280047783228696 48.15842043267233),23,Rosenhügelstraße,vor,196,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078028,
ALTSTOFFSAMMLUNGOGD.9078029,POINT (16.280924402430752 48.158573563274764),23,Rosenhügelstraße,vor,199,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078029,
ALTSTOFFSAMMLUNGOGD.9078030,POINT (16.277122419966897 48.157459832650964),23,Rosenhügelstraße,vor,216,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078030,
ALTSTOFFSAMMLUNGOGD.9078031,POINT (16.27621414490698 48.15704585079644),23,Rosenhügelstraße,gegenüber,224,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078031,
ALTSTOFFSAMMLUNGOGD.9078032,POINT (16.274237305592013 48.1563161659866),23,Rosenhügelstraße,gegenüber,249,,,1,0,0,1,1," Altglas, Altpapier, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078032,
ALTSTOFFSAMMLUNGOGD.9078033,POINT (16.32968809613696 48.146938869688306),23,Rossakgasse,gegenüber,19,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078033,
ALTSTOFFSAMMLUNGOGD.9078034,POINT (16.323285569300822 48.14826556575596),23,Rossakgasse,gegenüber,63A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078034,
ALTSTOFFSAMMLUNGOGD.9078035,POINT (16.312302705102862 48.147762166219906),23,Rößlergasse,neben,3,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078035,
ALTSTOFFSAMMLUNGOGD.9078036,POINT (16.258485311953113 48.142755749653524),23,Rudolf-Waisenhorn-Gasse,neben,143,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078036,
ALTSTOFFSAMMLUNGOGD.9078037,POINT (16.262984430487265 48.14207035202402),23,Rudolf-Waisenhorn-Gasse,gegenüber,154,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078037,
ALTSTOFFSAMMLUNGOGD.9078038,POINT (16.272168597354973 48.14076307441111),23,Rudolf-Waisenhorn-Gasse,vor,53,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078038,
ALTSTOFFSAMMLUNGOGD.9078039,POINT (16.27489605589384 48.14003825884611),23,Rudolf-Waisenhorn-Gasse,gegenüber,72,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078039,
ALTSTOFFSAMMLUNGOGD.9078040,POINT (16.267882956730585 48.141248497396056),23,Rudolf-Waisenhorn-Gasse,vor,77,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078040,
ALTSTOFFSAMMLUNGOGD.9078041,POINT (16.26531583682611 48.141537248899716),23,Rudolf-Waisenhorn-Gasse,gegenüber,95,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078041,
ALTSTOFFSAMMLUNGOGD.9078042,POINT (16.28449708654376 48.1500549663781),23,Rudolf-Zeller-Gasse,vor,18,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9078042,
